,subcategoria,descricao_subcategoria,categoria,descricao_categoria,capitulo,descricao_capitulo,causa_violencia,causa_overdose
8798,V441,Ocupante de um automóvel [carro] traumatizado em colisão com um veículo de transporte pesado ou um ônibus - passageiro traumatizado em um acidente não-de-trânsito,V44,Ocupante de um automóvel [carro] traumatizado em colisão com um veículo de transporte pesado ou um ônibus,XX,Causas externas de morbidade e de mortalidade,0,0
8799,V440,Ocupante de um automóvel [carro] traumatizado em colisão com um veículo de transporte pesado ou um ônibus - condutor [motorista] traumatizado em um acidente não-de-trânsito,V44,Ocupante de um automóvel [carro] traumatizado em colisão com um veículo de transporte pesado ou um ônibus,XX,Causas externas de morbidade e de mortalidade,0,0
8800,V444,Ocupante de um automóvel [carro] traumatizado em colisão com um veículo de transporte pesado ou um ônibus - pessoa traumatizada ao subir ou descer do veículo,V44,Ocupante de um automóvel [carro] traumatizado em colisão com um veículo de transporte pesado ou um ônibus,XX,Causas externas de morbidade e de mortalidade,0,0
8801,V445,Ocupante de um automóvel [carro] traumatizado em colisão com um veículo de transporte pesado ou um ônibus - condutor [motorista] traumatizado em um acidente de trânsito,V44,Ocupante de um automóvel [carro] traumatizado em colisão com um veículo de transporte pesado ou um ônibus,XX,Causas externas de morbidade e de mortalidade,0,0
8802,V447,Ocupante de um automóvel [carro] traumatizado em colisão com um veículo de transporte pesado ou um ônibus - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito,V44,Ocupante de um automóvel [carro] traumatizado em colisão com um veículo de transporte pesado ou um ônibus,XX,Causas externas de morbidade e de mortalidade,0,0
8803,V443,Ocupante de um automóvel [carro] traumatizado em colisão com um veículo de transporte pesado ou um ônibus - ocupante não especificado de um automóvel [carro] traumatizado em um acidente não-de-trânsito,V44,Ocupante de um automóvel [carro] traumatizado em colisão com um veículo de transporte pesado ou um ônibus,XX,Causas externas de morbidade e de mortalidade,0,0
8804,V450,Ocupante de um automóvel [carro] traumatizado em colisão com um trem [comboio] ou um veículo ferroviário - condutor [motorista] traumatizado em um acidente não-de-trânsito,V45,Ocupante de um automóvel [carro] traumatizado em colisão com um trem [comboio] ou um veículo ferroviário,XX,Causas externas de morbidade e de mortalidade,0,0
8805,V454,Ocupante de um automóvel [carro] traumatizado em colisão com um trem [comboio] ou um veículo ferroviário - pessoa traumatizada ao subir ou descer do veículo,V45,Ocupante de um automóvel [carro] traumatizado em colisão com um trem [comboio] ou um veículo ferroviário,XX,Causas externas de morbidade e de mortalidade,0,0
8806,V457,Ocupante de um automóvel [carro] traumatizado em colisão com um trem [comboio] ou um veículo ferroviário - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito,V45,Ocupante de um automóvel [carro] traumatizado em colisão com um trem [comboio] ou um veículo ferroviário,XX,Causas externas de morbidade e de mortalidade,0,0
8807,V455,Ocupante de um automóvel [carro] traumatizado em colisão com um trem [comboio] ou um veículo ferroviário - condutor [motorista] traumatizado em um acidente de trânsito,V45,Ocupante de um automóvel [carro] traumatizado em colisão com um trem [comboio] ou um veículo ferroviário,XX,Causas externas de morbidade e de mortalidade,0,0
8808,V451,Ocupante de um automóvel [carro] traumatizado em colisão com um trem [comboio] ou um veículo ferroviário - passageiro traumatizado em um acidente não-de-trânsito,V45,Ocupante de um automóvel [carro] traumatizado em colisão com um trem [comboio] ou um veículo ferroviário,XX,Causas externas de morbidade e de mortalidade,0,0
8809,V459,Ocupante de um automóvel [carro] traumatizado em colisão com um trem [comboio] ou um veículo ferroviário - ocupante não especificado de um automóvel [carro] traumatizado em um acidente de trânsito,V45,Ocupante de um automóvel [carro] traumatizado em colisão com um trem [comboio] ou um veículo ferroviário,XX,Causas externas de morbidade e de mortalidade,0,0
8810,V452,Ocupante de um automóvel [carro] traumatizado em colisão com um trem [comboio] ou um veículo ferroviário - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito,V45,Ocupante de um automóvel [carro] traumatizado em colisão com um trem [comboio] ou um veículo ferroviário,XX,Causas externas de morbidade e de mortalidade,0,0
8811,V453,Ocupante de um automóvel [carro] traumatizado em colisão com um trem [comboio] ou um veículo ferroviário - ocupante não especificado de um automóvel [carro] traumatizado em um acidente não-de-trânsito,V45,Ocupante de um automóvel [carro] traumatizado em colisão com um trem [comboio] ou um veículo ferroviário,XX,Causas externas de morbidade e de mortalidade,0,0
8812,V456,Ocupante de um automóvel [carro] traumatizado em colisão com um trem [comboio] ou um veículo ferroviário - passageiro traumatizado em um acidente de trânsito,V45,Ocupante de um automóvel [carro] traumatizado em colisão com um trem [comboio] ou um veículo ferroviário,XX,Causas externas de morbidade e de mortalidade,0,0
8813,V469,Ocupante de um automóvel [carro] traumatizado em colisão com outro veículo não-motorizado - ocupante não especificado de um automóvel [carro] traumatizado em um acidente de trânsito,V46,Ocupante de um automóvel [carro] traumatizado em colisão com outro veículo não-motorizado,XX,Causas externas de morbidade e de mortalidade,0,0
8814,V465,Ocupante de um automóvel [carro] traumatizado em colisão com outro veículo não-motorizado - condutor [motorista] traumatizado em um acidente de trânsito,V46,Ocupante de um automóvel [carro] traumatizado em colisão com outro veículo não-motorizado,XX,Causas externas de morbidade e de mortalidade,0,0
8815,V460,Ocupante de um automóvel [carro] traumatizado em colisão com outro veículo não-motorizado - condutor [motorista] traumatizado em um acidente não-de-trânsito,V46,Ocupante de um automóvel [carro] traumatizado em colisão com outro veículo não-motorizado,XX,Causas externas de morbidade e de mortalidade,0,0
8816,V461,Ocupante de um automóvel [carro] traumatizado em colisão com outro veículo não-motorizado - passageiro traumatizado em um acidente não-de-trânsito,V46,Ocupante de um automóvel [carro] traumatizado em colisão com outro veículo não-motorizado,XX,Causas externas de morbidade e de mortalidade,0,0
8817,V464,Ocupante de um automóvel [carro] traumatizado em colisão com outro veículo não-motorizado - pessoa traumatizada ao subir ou descer do veículo,V46,Ocupante de um automóvel [carro] traumatizado em colisão com outro veículo não-motorizado,XX,Causas externas de morbidade e de mortalidade,0,0
8818,V463,Ocupante de um automóvel [carro] traumatizado em colisão com outro veículo não-motorizado - ocupante não especificado de um automóvel [carro] traumatizado em um acidente não-de-trânsito,V46,Ocupante de um automóvel [carro] traumatizado em colisão com outro veículo não-motorizado,XX,Causas externas de morbidade e de mortalidade,0,0
8819,V467,Ocupante de um automóvel [carro] traumatizado em colisão com outro veículo não-motorizado - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito,V46,Ocupante de um automóvel [carro] traumatizado em colisão com outro veículo não-motorizado,XX,Causas externas de morbidade e de mortalidade,0,0
8820,V466,Ocupante de um automóvel [carro] traumatizado em colisão com outro veículo não-motorizado - passageiro traumatizado em um acidente de trânsito,V46,Ocupante de um automóvel [carro] traumatizado em colisão com outro veículo não-motorizado,XX,Causas externas de morbidade e de mortalidade,0,0
8821,V462,Ocupante de um automóvel [carro] traumatizado em colisão com outro veículo não-motorizado - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito,V46,Ocupante de um automóvel [carro] traumatizado em colisão com outro veículo não-motorizado,XX,Causas externas de morbidade e de mortalidade,0,0
8822,V474,Ocupante de um automóvel [carro] traumatizado em colisão com um objeto fixo ou parado - pessoa traumatizada ao subir ou descer do veículo,V47,Ocupante de um automóvel [carro] traumatizado em colisão com um objeto fixo ou parado,XX,Causas externas de morbidade e de mortalidade,0,0
8823,V472,Ocupante de um automóvel [carro] traumatizado em colisão com um objeto fixo ou parado - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito,V47,Ocupante de um automóvel [carro] traumatizado em colisão com um objeto fixo ou parado,XX,Causas externas de morbidade e de mortalidade,0,0
8824,V479,Ocupante de um automóvel [carro] traumatizado em colisão com um objeto fixo ou parado - ocupante não especificado de um automóvel [carro] traumatizado em um acidente de trânsito,V47,Ocupante de um automóvel [carro] traumatizado em colisão com um objeto fixo ou parado,XX,Causas externas de morbidade e de mortalidade,0,0
8825,V471,Ocupante de um automóvel [carro] traumatizado em colisão com um objeto fixo ou parado - passageiro traumatizado em um acidente não-de-trânsito,V47,Ocupante de um automóvel [carro] traumatizado em colisão com um objeto fixo ou parado,XX,Causas externas de morbidade e de mortalidade,0,0
8826,V477,Ocupante de um automóvel [carro] traumatizado em colisão com um objeto fixo ou parado - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito,V47,Ocupante de um automóvel [carro] traumatizado em colisão com um objeto fixo ou parado,XX,Causas externas de morbidade e de mortalidade,0,0
8827,V473,Ocupante de um automóvel [carro] traumatizado em colisão com um objeto fixo ou parado - ocupante não especificado de um automóvel [carro] traumatizado em um acidente não-de-trânsito,V47,Ocupante de um automóvel [carro] traumatizado em colisão com um objeto fixo ou parado,XX,Causas externas de morbidade e de mortalidade,0,0
8828,V476,Ocupante de um automóvel [carro] traumatizado em colisão com um objeto fixo ou parado - passageiro traumatizado em um acidente de trânsito,V47,Ocupante de um automóvel [carro] traumatizado em colisão com um objeto fixo ou parado,XX,Causas externas de morbidade e de mortalidade,0,0
8829,V470,Ocupante de um automóvel [carro] traumatizado em colisão com um objeto fixo ou parado - condutor [motorista] traumatizado em um acidente não-de-trânsito,V47,Ocupante de um automóvel [carro] traumatizado em colisão com um objeto fixo ou parado,XX,Causas externas de morbidade e de mortalidade,0,0
8830,V475,Ocupante de um automóvel [carro] traumatizado em colisão com um objeto fixo ou parado - condutor [motorista] traumatizado em um acidente de trânsito,V47,Ocupante de um automóvel [carro] traumatizado em colisão com um objeto fixo ou parado,XX,Causas externas de morbidade e de mortalidade,0,0
8831,V482,Ocupante de um automóvel [carro] traumatizado em um acidente de transporte sem colisão - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito,V48,Ocupante de um automóvel [carro] traumatizado em um acidente de transporte sem colisão,XX,Causas externas de morbidade e de mortalidade,0,0
8832,V484,Ocupante de um automóvel [carro] traumatizado em um acidente de transporte sem colisão - pessoa traumatizada ao subir ou descer do veículo,V48,Ocupante de um automóvel [carro] traumatizado em um acidente de transporte sem colisão,XX,Causas externas de morbidade e de mortalidade,0,0
8833,V481,Ocupante de um automóvel [carro] traumatizado em um acidente de transporte sem colisão - passageiro traumatizado em um acidente não-de-trânsito,V48,Ocupante de um automóvel [carro] traumatizado em um acidente de transporte sem colisão,XX,Causas externas de morbidade e de mortalidade,0,0
8834,V485,Ocupante de um automóvel [carro] traumatizado em um acidente de transporte sem colisão - condutor [motorista] traumatizado em um acidente de trânsito,V48,Ocupante de um automóvel [carro] traumatizado em um acidente de transporte sem colisão,XX,Causas externas de morbidade e de mortalidade,0,0
8835,V489,Ocupante de um automóvel [carro] traumatizado em um acidente de transporte sem colisão - ocupante não especificado de um automóvel [carro] traumatizado em um acidente de trânsito,V48,Ocupante de um automóvel [carro] traumatizado em um acidente de transporte sem colisão,XX,Causas externas de morbidade e de mortalidade,0,0
8836,V486,Ocupante de um automóvel [carro] traumatizado em um acidente de transporte sem colisão - passageiro traumatizado em um acidente de trânsito,V48,Ocupante de um automóvel [carro] traumatizado em um acidente de transporte sem colisão,XX,Causas externas de morbidade e de mortalidade,0,0
8837,V487,Ocupante de um automóvel [carro] traumatizado em um acidente de transporte sem colisão - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito,V48,Ocupante de um automóvel [carro] traumatizado em um acidente de transporte sem colisão,XX,Causas externas de morbidade e de mortalidade,0,0
8838,V480,Ocupante de um automóvel [carro] traumatizado em um acidente de transporte sem colisão - condutor [motorista] traumatizado em um acidente não-de-trânsito,V48,Ocupante de um automóvel [carro] traumatizado em um acidente de transporte sem colisão,XX,Causas externas de morbidade e de mortalidade,0,0
8839,V483,Ocupante de um automóvel [carro] traumatizado em um acidente de transporte sem colisão - ocupante não especificado de um automóvel [carro] traumatizado em um acidente não-de-trânsito,V48,Ocupante de um automóvel [carro] traumatizado em um acidente de transporte sem colisão,XX,Causas externas de morbidade e de mortalidade,0,0
8840,V491,"Passageiro traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente não-de-trânsito",V49,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados,XX,Causas externas de morbidade e de mortalidade,0,0
8841,V496,"Ocupante não especificado de um automóvel [carro] traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente de trânsito",V49,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados,XX,Causas externas de morbidade e de mortalidade,0,0
8842,V494,"Condutor [motorista] traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente de trânsito",V49,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados,XX,Causas externas de morbidade e de mortalidade,0,0
8843,V498,Ocupante [qualquer] de um automóvel [carro] traumatizado em outros acidentes de transporte especificados,V49,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados,XX,Causas externas de morbidade e de mortalidade,0,0
8844,V499,"Ocupante [qualquer] de um automóvel [carro], traumatizado em um acidente de trânsito não especificado",V49,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados,XX,Causas externas de morbidade e de mortalidade,0,0
8845,V495,"Passageiro traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente de trânsito",V49,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados,XX,Causas externas de morbidade e de mortalidade,0,0
8846,V490,"Condutor [motorista] traumatizado em colisão com outros veículos e com veículos não especificados, a motor em um acidente não-de-trânsito",V49,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados,XX,Causas externas de morbidade e de mortalidade,0,0
8847,V492,"Ocupante não especificado de um automóvel [carro] traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente não-de-trânsito",V49,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados,XX,Causas externas de morbidade e de mortalidade,0,0
8848,V493,Ocupante [qualquer] de um automóvel [carro] traumatizado em um acidente não especificado e não-de-trânsito,V49,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados,XX,Causas externas de morbidade e de mortalidade,0,0
8849,V502,Ocupante de uma caminhonete traumatizado em colisão com um pedestre ou um animal - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito,V50,Ocupante de uma caminhonete traumatizado em colisão com um pedestre ou um animal,XX,Causas externas de morbidade e de mortalidade,0,0
8850,V504,Ocupante de uma caminhonete traumatizado em colisão com um pedestre ou um animal - pessoa traumatizado ao subir ou descer do veículo,V50,Ocupante de uma caminhonete traumatizado em colisão com um pedestre ou um animal,XX,Causas externas de morbidade e de mortalidade,0,0
8851,V507,Ocupante de uma caminhonete traumatizado em colisão com um pedestre ou um animal - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito,V50,Ocupante de uma caminhonete traumatizado em colisão com um pedestre ou um animal,XX,Causas externas de morbidade e de mortalidade,0,0
8852,V503,Ocupante de uma caminhonete traumatizado em colisão com um pedestre ou um animal - ocupante não especificado de uma caminhonete traumatizado em um acidente não-de-trânsito,V50,Ocupante de uma caminhonete traumatizado em colisão com um pedestre ou um animal,XX,Causas externas de morbidade e de mortalidade,0,0
8853,V500,Ocupante de uma caminhonete traumatizado em colisão com um pedestre ou um animal - condutor [motorista] traumatizado em um acidente não-de-trânsito,V50,Ocupante de uma caminhonete traumatizado em colisão com um pedestre ou um animal,XX,Causas externas de morbidade e de mortalidade,0,0
8854,V506,Ocupante de uma caminhonete traumatizado em colisão com um pedestre ou um animal - passageiro traumatizado em um acidente de trânsito,V50,Ocupante de uma caminhonete traumatizado em colisão com um pedestre ou um animal,XX,Causas externas de morbidade e de mortalidade,0,0
8855,V505,Ocupante de uma caminhonete traumatizado em colisão com um pedestre ou um animal - condutor [motorista] traumatizado em um acidente de trânsito,V50,Ocupante de uma caminhonete traumatizado em colisão com um pedestre ou um animal,XX,Causas externas de morbidade e de mortalidade,0,0
8856,V509,Ocupante de uma caminhonete traumatizado em colisão com um pedestre ou um animal - ocupante não especificado de uma caminhonete traumatizado em um acidente de trânsito,V50,Ocupante de uma caminhonete traumatizado em colisão com um pedestre ou um animal,XX,Causas externas de morbidade e de mortalidade,0,0
8857,V501,Ocupante de uma caminhonete traumatizado em colisão com um pedestre ou um animal - passageiro traumatizado em um acidente não-de-trânsito,V50,Ocupante de uma caminhonete traumatizado em colisão com um pedestre ou um animal,XX,Causas externas de morbidade e de mortalidade,0,0
8858,V511,Ocupante de uma caminhonete traumatizado em colisão com um veículo a pedal - passageiro traumatizado em um acidente não-de-trânsito,V51,Ocupante de uma caminhonete traumatizado em colisão com um veículo a pedal,XX,Causas externas de morbidade e de mortalidade,0,0
8859,V516,Ocupante de uma caminhonete traumatizado em colisão com um veículo a pedal - passageiro traumatizado em um acidente de trânsito,V51,Ocupante de uma caminhonete traumatizado em colisão com um veículo a pedal,XX,Causas externas de morbidade e de mortalidade,0,0
8860,V519,Ocupante de uma caminhonete traumatizado em colisão com um veículo a pedal - ocupante não especificado de uma caminhonete traumatizado em um acidente de trânsito,V51,Ocupante de uma caminhonete traumatizado em colisão com um veículo a pedal,XX,Causas externas de morbidade e de mortalidade,0,0
8861,V517,Ocupante de uma caminhonete traumatizado em colisão com um veículo a pedal - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito,V51,Ocupante de uma caminhonete traumatizado em colisão com um veículo a pedal,XX,Causas externas de morbidade e de mortalidade,0,0
8862,V510,Ocupante de uma caminhonete traumatizado em colisão com um veículo a pedal - condutor [motorista] traumatizado em um acidente não-de-trânsito,V51,Ocupante de uma caminhonete traumatizado em colisão com um veículo a pedal,XX,Causas externas de morbidade e de mortalidade,0,0
8863,V514,Ocupante de uma caminhonete traumatizado em colisão com um veículo a pedal - pessoa traumatizado ao subir ou descer do veículo,V51,Ocupante de uma caminhonete traumatizado em colisão com um veículo a pedal,XX,Causas externas de morbidade e de mortalidade,0,0
8864,V515,Ocupante de uma caminhonete traumatizado em colisão com um veículo a pedal - condutor [motorista] traumatizado em um acidente de trânsito,V51,Ocupante de uma caminhonete traumatizado em colisão com um veículo a pedal,XX,Causas externas de morbidade e de mortalidade,0,0
8865,V513,Ocupante de uma caminhonete traumatizado em colisão com um veículo a pedal - ocupante não especificado de uma caminhonete traumatizado em um acidente não-de-trânsito,V51,Ocupante de uma caminhonete traumatizado em colisão com um veículo a pedal,XX,Causas externas de morbidade e de mortalidade,0,0
8866,V512,Ocupante de uma caminhonete traumatizado em colisão com um veículo a pedal - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito,V51,Ocupante de uma caminhonete traumatizado em colisão com um veículo a pedal,XX,Causas externas de morbidade e de mortalidade,0,0
8867,V520,Ocupante de uma caminhonete traumatizado em colisão com veículo a motor de duas ou três rodas - condutor [motorista] traumatizado em um acidente não-de-trânsito,V52,Ocupante de uma caminhonete traumatizado em colisão com veículo a motor de duas ou três rodas,XX,Causas externas de morbidade e de mortalidade,0,0
8868,V527,Ocupante de uma caminhonete traumatizado em colisão com veículo a motor de duas ou três rodas - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito,V52,Ocupante de uma caminhonete traumatizado em colisão com veículo a motor de duas ou três rodas,XX,Causas externas de morbidade e de mortalidade,0,0
8869,V529,Ocupante de uma caminhonete traumatizado em colisão com veículo a motor de duas ou três rodas - ocupante não especificado de uma caminhonete traumatizado em um acidente de trânsito,V52,Ocupante de uma caminhonete traumatizado em colisão com veículo a motor de duas ou três rodas,XX,Causas externas de morbidade e de mortalidade,0,0
8870,V521,Ocupante de uma caminhonete traumatizado em colisão com veículo a motor de duas ou três rodas - passageiro traumatizado em um acidente não-de-trânsito,V52,Ocupante de uma caminhonete traumatizado em colisão com veículo a motor de duas ou três rodas,XX,Causas externas de morbidade e de mortalidade,0,0
8871,V524,Ocupante de uma caminhonete traumatizado em colisão com veículo a motor de duas ou três rodas - pessoa traumatizado ao subir ou descer do veículo,V52,Ocupante de uma caminhonete traumatizado em colisão com veículo a motor de duas ou três rodas,XX,Causas externas de morbidade e de mortalidade,0,0
8872,V522,Ocupante de uma caminhonete traumatizado em colisão com veículo a motor de duas ou três rodas - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito,V52,Ocupante de uma caminhonete traumatizado em colisão com veículo a motor de duas ou três rodas,XX,Causas externas de morbidade e de mortalidade,0,0
8873,V526,Ocupante de uma caminhonete traumatizado em colisão com veículo a motor de duas ou três rodas - passageiro traumatizado em um acidente de trânsito,V52,Ocupante de uma caminhonete traumatizado em colisão com veículo a motor de duas ou três rodas,XX,Causas externas de morbidade e de mortalidade,0,0
8874,V523,Ocupante de uma caminhonete traumatizado em colisão com veículo a motor de duas ou três rodas - ocupante não especificado de uma caminhonete traumatizado em um acidente não-de-trânsito,V52,Ocupante de uma caminhonete traumatizado em colisão com veículo a motor de duas ou três rodas,XX,Causas externas de morbidade e de mortalidade,0,0
8875,V525,Ocupante de uma caminhonete traumatizado em colisão com veículo a motor de duas ou três rodas - condutor [motorista] traumatizado em um acidente de trânsito,V52,Ocupante de uma caminhonete traumatizado em colisão com veículo a motor de duas ou três rodas,XX,Causas externas de morbidade e de mortalidade,0,0
8876,V535,Ocupante de uma caminhonete traumatizado em colisão com um automóvel [carro] ou uma caminhonete - condutor [motorista] traumatizado em um acidente de trânsito,V53,Ocupante de uma caminhonete traumatizado em colisão com um automóvel [carro] ou uma caminhonete,XX,Causas externas de morbidade e de mortalidade,0,0
8877,V532,Ocupante de uma caminhonete traumatizado em colisão com um automóvel [carro] ou uma caminhonete - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito,V53,Ocupante de uma caminhonete traumatizado em colisão com um automóvel [carro] ou uma caminhonete,XX,Causas externas de morbidade e de mortalidade,0,0
8878,V537,Ocupante de uma caminhonete traumatizado em colisão com um automóvel [carro] ou uma caminhonete - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito,V53,Ocupante de uma caminhonete traumatizado em colisão com um automóvel [carro] ou uma caminhonete,XX,Causas externas de morbidade e de mortalidade,0,0
8879,V534,Ocupante de uma caminhonete traumatizado em colisão com um automóvel [carro] ou uma caminhonete - pessoa traumatizado ao subir ou descer do veículo,V53,Ocupante de uma caminhonete traumatizado em colisão com um automóvel [carro] ou uma caminhonete,XX,Causas externas de morbidade e de mortalidade,0,0
8880,V531,Ocupante de uma caminhonete traumatizado em colisão com um automóvel [carro] ou uma caminhonete - passageiro traumatizado em um acidente não-de-trânsito,V53,Ocupante de uma caminhonete traumatizado em colisão com um automóvel [carro] ou uma caminhonete,XX,Causas externas de morbidade e de mortalidade,0,0
8881,V539,Ocupante de uma caminhonete traumatizado em colisão com um automóvel [carro] ou uma caminhonete - ocupante não especificado de uma caminhonete traumatizado em um acidente de trânsito,V53,Ocupante de uma caminhonete traumatizado em colisão com um automóvel [carro] ou uma caminhonete,XX,Causas externas de morbidade e de mortalidade,0,0
8882,V536,Ocupante de uma caminhonete traumatizado em colisão com um automóvel [carro] ou uma caminhonete - passageiro traumatizado em um acidente de trânsito,V53,Ocupante de uma caminhonete traumatizado em colisão com um automóvel [carro] ou uma caminhonete,XX,Causas externas de morbidade e de mortalidade,0,0
8883,V533,Ocupante de uma caminhonete traumatizado em colisão com um automóvel [carro] ou uma caminhonete - ocupante não especificado de uma caminhonete traumatizado em um acidente não-de-trânsito,V53,Ocupante de uma caminhonete traumatizado em colisão com um automóvel [carro] ou uma caminhonete,XX,Causas externas de morbidade e de mortalidade,0,0
8884,V530,Ocupante de uma caminhonete traumatizado em colisão com um automóvel [carro] ou uma caminhonete - condutor [motorista] traumatizado em um acidente não-de-trânsito,V53,Ocupante de uma caminhonete traumatizado em colisão com um automóvel [carro] ou uma caminhonete,XX,Causas externas de morbidade e de mortalidade,0,0
8885,V546,Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus - passageiro traumatizado em um acidente de trânsito,V54,Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus,XX,Causas externas de morbidade e de mortalidade,0,0
8886,V545,Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus - condutor [motorista] traumatizado em um acidente de trânsito,V54,Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus,XX,Causas externas de morbidade e de mortalidade,0,0
8887,V540,Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus - condutor [motorista] traumatizado em um acidente não-de-trânsito,V54,Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus,XX,Causas externas de morbidade e de mortalidade,0,0
8888,V542,Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito,V54,Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus,XX,Causas externas de morbidade e de mortalidade,0,0
8889,V547,Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito,V54,Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus,XX,Causas externas de morbidade e de mortalidade,0,0
8890,V543,Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus - ocupante não especificado de uma caminhonete traumatizado em um acidente não-de-trânsito,V54,Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus,XX,Causas externas de morbidade e de mortalidade,0,0
8891,V544,Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus - pessoa traumatizado ao subir ou descer do veículo,V54,Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus,XX,Causas externas de morbidade e de mortalidade,0,0
8892,V541,Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus - passageiro traumatizado em um acidente não-de-trânsito,V54,Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus,XX,Causas externas de morbidade e de mortalidade,0,0
8893,V549,Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus - ocupante não especificado de uma caminhonete traumatizado em um acidente de trânsito,V54,Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus,XX,Causas externas de morbidade e de mortalidade,0,0
8894,V551,Ocupante de uma caminhonete traumatizado em colisão com um trem [comboio] ou veículo ferroviário - passageiro traumatizado em um acidente não-de-trânsito,V55,Ocupante de uma caminhonete traumatizado em colisão com um trem [comboio] ou veículo ferroviário,XX,Causas externas de morbidade e de mortalidade,0,0
8895,V557,Ocupante de uma caminhonete traumatizado em colisão com um trem [comboio] ou veículo ferroviário - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito,V55,Ocupante de uma caminhonete traumatizado em colisão com um trem [comboio] ou veículo ferroviário,XX,Causas externas de morbidade e de mortalidade,0,0
8896,V553,Ocupante de uma caminhonete traumatizado em colisão com um trem [comboio] ou veículo ferroviário - ocupante não especificado de uma caminhonete traumatizado em um acidente não-de-trânsito,V55,Ocupante de uma caminhonete traumatizado em colisão com um trem [comboio] ou veículo ferroviário,XX,Causas externas de morbidade e de mortalidade,0,0
8897,V559,Ocupante de uma caminhonete traumatizado em colisão com um trem [comboio] ou veículo ferroviário - ocupante não especificado de uma caminhonete traumatizado em um acidente de trânsito,V55,Ocupante de uma caminhonete traumatizado em colisão com um trem [comboio] ou veículo ferroviário,XX,Causas externas de morbidade e de mortalidade,0,0
